player,nation_stats_standard,squad,age_stats_standard,position_stats_standard,playing_time_min_stats_playing_time,playing_time_90s,total_cmp%_stats_passing_per_90,ast_stats_passing_per_90,ppa_stats_passing_per_90,standard_gls_stats_shooting_per_90,standard_sot%_stats_shooting_per_90,sca_sca_stats_gca_per_90,gca_gca_stats_gca_per_90,touches_mid_3rd_stats_possession_per_90,touches_att_3rd_stats_possession_per_90,take_ons_succ_stats_possession_per_90,carries_prgc_stats_possession_per_90,receiving_prgr_stats_possession_per_90,tackles_mid_3rd_stats_defense_per_90,aerial_duels_won%_stats_misc_per_90,performance_crs_stats_misc_per_90,tackles_tkl_stats_defense_per_90,int_stats_defense_per_90,performance_recov_stats_misc_per_90
Brenden Aaronson,USA,Leeds United,24,Midfielder,1452.0,16.133333333333333,4.958677685950414,0.06198347107438017,1.2396694214876034,0.24793388429752067,1.5867768595041323,3.9669421487603307,0.30991735537190085,22.1900826446281,25.59917355371901,1.6735537190082646,1.9834710743801653,6.880165289256198,0.9917355371900827,1.7913223140495866,2.293388429752066,1.797520661157025,0.12396694214876033,3.65702479338843
Elijah Adebayo,ENG,Luton Town,26,Forward,1477.0,16.41111111111111,4.4177386594448205,0.0,0.36560595802301965,0.24373730534867974,2.821259309410968,1.7670954637779281,0.18280297901150983,6.032498307379824,14.441435341909274,0.7921462423832092,0.974949221394719,4.021665538253216,0.0,2.5470548408937033,0.3046716316858497,0.4874746106973595,0.24373730534867974,2.132701421800948
Enock Agyei,BEL,Burnley,19,Forward,1354.0,15.044444444444444,5.045051698670606,0.0,0.1329394387001477,0.0,0.0,0.06646971935007386,0.0,1.1299852289512555,1.4623338257016247,0.1329394387001477,0.5317577548005908,0.7976366322008863,0.06646971935007386,1.6617429837518465,0.19940915805022158,0.2658788774002954,0.0,0.1329394387001477
Milan Aleksić,SRB,Sunderland,19,Midfielder,1060.0,11.777777777777779,5.663207547169812,0.0,0.0,0.0,8.490566037735848,0.0,0.0,0.5943396226415094,0.16981132075471697,0.0,0.16981132075471697,0.08490566037735849,0.0,0.0,0.0,0.0,0.08490566037735849,0.25471698113207547
Jamie Allen,ENG,Coventry City,29,Midfielder,475.0,5.277777777777778,16.2,0.0,0.18947368421052632,0.0,0.0,0.37894736842105264,0.0,7.768421052631579,2.463157894736842,0.0,0.0,0.37894736842105264,0.18947368421052632,9.473684210526317,0.0,0.5684210526315789,0.0,0.9473684210526316
Steven Alzate,COL,Hull City,26,Midfielder,1260.0,14.0,6.7,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,1.4285714285714286,0.7142857142857143,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.2857142857142857
Lucas Andersen,DEN,QPR,30,Midfielder,557.0,6.188888888888889,11.342908438061041,0.0,1.4542190305206462,0.1615798922800718,4.621184919210054,4.524236983842011,0.1615798922800718,20.035906642728904,33.447037701974864,0.8078994614003591,2.1005385996409336,8.402154398563734,1.2926391382405744,12.118491921005386,8.563734290843806,2.585278276481149,0.9694793536804308,4.039497307001795
Sinclair Armstrong,IRL,Bristol City,21,Forward,1323.0,14.7,5.013605442176871,0.0,0.1360544217687075,0.20408163265306123,4.020408163265307,0.6802721088435374,0.06802721088435375,3.673469387755102,8.027210884353742,0.06802721088435375,1.2244897959183674,4.285714285714286,0.06802721088435375,0.46938775510204084,0.1360544217687075,0.1360544217687075,0.1360544217687075,0.8163265306122449
Femi Azeez,ENG,Millwall,23,Forward,732.0,8.133333333333333,6.3196721311475414,0.24590163934426232,1.4754098360655739,0.12295081967213116,5.790983606557377,2.0901639344262297,0.24590163934426232,13.032786885245903,18.565573770491806,0.49180327868852464,3.8114754098360657,6.39344262295082,0.6147540983606558,4.967213114754099,4.180327868852459,2.0901639344262297,0.36885245901639346,4.180327868852459
Lewis Baker,ENG,Blackburn,29,Forward,1406.0,15.622222222222222,5.242532005689901,0.0,0.0,0.06401137980085349,2.5604551920341394,0.19203413940256045,0.0,4.416785206258891,1.7923186344238977,0.06401137980085349,0.3840682788051209,0.3840682788051209,0.12802275960170698,4.269559032716928,0.19203413940256045,0.25604551920341395,0.25604551920341395,0.9601706970128023
Patrick Bamford,ENG,Leeds United,31,Forward,634.0,7.044444444444444,8.219242902208203,0.0,0.0,0.0,0.0,0.14195583596214512,0.0,2.555205047318612,2.8391167192429023,0.14195583596214512,0.14195583596214512,1.277602523659306,0.0,8.517350157728707,0.42586750788643535,0.0,0.28391167192429023,0.28391167192429023
Shandon Baptiste,GRN,Luton Town,26,Midfielder,770.0,8.555555555555555,9.14025974025974,0.0,1.2857142857142858,0.0,2.9220779220779223,2.5714285714285716,0.11688311688311688,21.272727272727273,13.558441558441558,0.35064935064935066,0.7012987012987013,1.6363636363636365,0.4675324675324675,5.8441558441558445,3.272727272727273,1.1688311688311688,1.4025974025974026,4.090909090909091
Tom Barkhuizen,ENG,Derby County,31,Forward,1272.0,14.133333333333333,5.066037735849056,0.0,0.14150943396226415,0.0,3.5377358490566038,0.42452830188679247,0.07075471698113207,2.2641509433962264,3.9622641509433962,0.14150943396226415,0.3537735849056604,1.0613207547169812,0.0,5.051886792452831,0.2830188679245283,0.21226415094339623,0.14150943396226415,0.919811320754717
Daniel Barlaser,TUR,Middlesbrough,27,Midfielder,466.0,5.177777777777778,16.512875536480685,0.19313304721030042,2.124463519313305,0.19313304721030042,4.828326180257511,5.793991416309012,0.38626609442060084,54.07725321888412,28.39055793991416,0.19313304721030042,0.9656652360515021,1.5450643776824033,0.5793991416309012,4.828326180257511,6.180257510729613,1.351931330472103,0.7725321888412017,4.828326180257511
Chris Bedia,CIV,Hull City,28,Forward,1561.0,17.344444444444445,4.941063420884048,0.0,0.17296604740550928,0.11531069827033952,1.919923126201153,0.8648302370275465,0.0,4.0358744394618835,4.7277386290839205,0.40358744394618834,0.34593209481101855,1.672005124919923,0.2882767456758488,2.0467648942985264,0.0,0.46124279308135807,0.0,0.6918641896220371
Sam Bell,ENG,Bristol City,22,Forward,632.0,7.022222222222222,8.544303797468354,0.0,0.0,0.0,0.0,0.14240506329113925,0.0,0.9968354430379747,1.7088607594936709,0.0,0.0,1.139240506329114,0.14240506329113925,14.240506329113924,0.14240506329113925,0.14240506329113925,0.0,0.2848101265822785
Bachir Belloumi,ALG,Hull City,22,Forward,523.0,5.811111111111111,10.875717017208414,0.3441682600382409,4.474187380497132,0.3441682600382409,7.5717017208413,6.711281070745698,0.8604206500956023,25.98470363288719,49.04397705544933,2.581261950286807,6.195028680688337,17.036328871892927,1.2045889101338432,7.382409177820268,9.980879541108987,2.237093690248566,1.5487571701720841,5.162523900573614
Daniel Bennie,AUS,QPR,18,Forward,1117.0,12.411111111111111,5.511190689346464,0.0,0.08057296329453895,0.0,0.0,0.2417188898836168,0.0,1.611459265890779,1.208594449418084,0.0,0.0,0.3222918531781558,0.0,2.6830796777081467,0.1611459265890779,0.0,0.08057296329453895,0.2417188898836168
Florian Bianchini,FRA,Swansea City,23,Forward,849.0,9.433333333333334,7.028268551236748,0.0,0.31802120141342755,0.21201413427561838,5.300353356890459,0.6360424028268551,0.0,5.724381625441696,6.572438162544169,0.0,0.5300353356890459,3.0742049469964665,0.6360424028268551,3.742049469964664,1.2720848056537102,1.1660777385159011,0.10600706713780919,1.1660777385159011
Colby Bishop,ENG,Portsmouth,28,Forward,1407.0,15.633333333333333,2.955223880597015,0.06396588486140725,0.1279317697228145,0.1279317697228145,3.1982942430703627,0.31982942430703626,0.19189765458422176,1.791044776119403,2.4946695095948828,0.0,0.0,0.511727078891258,0.1279317697228145,2.840085287846482,0.1279317697228145,0.1279317697228145,0.06396588486140725,0.19189765458422176
Corey Blackett-Taylor,ENG,Derby County,27,Forward,815.0,9.055555555555555,7.50920245398773,0.0,0.22085889570552147,0.11042944785276074,5.521472392638037,0.9938650306748467,0.11042944785276074,4.527607361963191,5.411042944785276,0.9938650306748467,1.325153374233129,2.208588957055215,0.0,0.0,0.8834355828220859,0.11042944785276074,0.44171779141104295,1.4355828220858895
Harvey Blair,ENG,Portsmouth,21,Forward,744.0,8.266666666666667,7.258064516129031,0.0,0.12096774193548386,0.0,4.028225806451612,0.36290322580645157,0.0,2.540322580645161,4.475806451612903,0.36290322580645157,0.6048387096774193,0.9677419354838709,0.0,4.028225806451612,0.48387096774193544,0.36290322580645157,0.36290322580645157,0.36290322580645157
Cameron Brannagan,ENG,Oxford United,28,Midfielder,649.0,7.211111111111111,11.842835130970725,0.2773497688751926,0.4160246533127889,0.1386748844375963,6.157164869029275,1.802773497688752,0.2773497688751926,21.633281972265024,7.627118644067797,0.1386748844375963,0.4160246533127889,0.5546995377503852,0.8320493066255777,0.0,0.6933744221879815,2.4961479198767336,0.9707241910631741,3.4668721109399074
Alan Browne,IRL,Sunderland,29,Midfielder,1211.0,13.455555555555556,5.900908340214699,0.0,0.2972749793559042,0.07431874483897605,4.459124690338563,1.0404624277456647,0.07431874483897605,11.668042939719241,6.01981833195706,0.1486374896779521,0.6688687035507844,1.635012386457473,0.07431874483897605,2.259289843104872,0.9661436829066887,0.7431874483897605,0.37159372419488024,1.9322873658133775
Josh Brownhill,ENG,Burnley,28,Midfielder,1595.0,17.72222222222222,4.48025078369906,0.11285266457680251,0.8463949843260189,0.3385579937304075,1.6927899686520378,2.6520376175548592,0.3385579937304075,25.053291536050157,17.49216300940439,0.2821316614420063,0.7899686520376176,2.70846394984326,0.5078369905956113,2.3134796238244517,1.749216300940439,1.35423197492163,0.9028213166144201,3.498432601880878
John Buckley,ENG,Blackburn,25,Midfielder,1309.0,14.544444444444444,6.009167303284951,0.0,0.06875477463712758,0.0,0.0,0.4125286478227655,0.0,6.25668449197861,1.5126050420168067,0.06875477463712758,0.06875477463712758,0.13750954927425516,0.06875477463712758,3.437738731856379,0.20626432391138275,0.13750954927425516,0.13750954927425516,0.8938120702826585
Finley Burns,ENG,Hull City,21,Midfielder,609.0,6.766666666666667,11.822660098522167,0.0,0.0,0.0,0.0,0.1477832512315271,0.0,2.0689655172413794,1.625615763546798,0.0,0.0,0.1477832512315271,0.0,7.389162561576355,0.0,0.0,0.5911330049261084,0.7389162561576355
Todd Cantwell,ENG,Blackburn,26,Midfielder,1620.0,18.0,4.283333333333333,0.16666666666666666,0.8888888888888888,0.05555555555555555,1.5444444444444445,2.5,0.2777777777777778,16.77777777777778,13.0,0.7777777777777778,1.6666666666666667,2.888888888888889,0.3888888888888889,1.3888888888888888,2.611111111111111,1.0555555555555556,0.3333333333333333,3.1666666666666665
Žan Celar,SVN,QPR,25,Forward,622.0,6.911111111111111,10.273311897106108,0.0,0.28938906752411575,0.28938906752411575,4.456591639871383,2.6045016077170415,0.0,14.180064308681672,13.60128617363344,0.28938906752411575,0.7234726688102894,5.209003215434083,0.28938906752411575,5.498392282958199,0.4340836012861736,0.5787781350482315,0.0,2.8938906752411575
Ilias Chair,MAR,QPR,27,Midfielder,1542.0,17.133333333333333,3.9747081712062253,0.0,0.4085603112840467,0.0,2.6556420233463034,1.3424124513618678,0.0,5.66147859922179,7.587548638132296,0.4669260700389105,1.0505836575875487,1.284046692607004,0.0,1.1673151750972763,2.6848249027237356,0.11673151750972763,0.11673151750972763,1.1089494163424125
Giorgi Chakvetadze,GEO,Watford,25,Midfielder,1238.0,13.755555555555556,5.481421647819063,0.29079159935379645,1.4539579967689822,0.07269789983844911,2.224555735056543,6.47011308562197,0.654281098546042,27.84329563812601,32.786752827140546,2.3990306946688205,7.051696284329563,6.906300484652665,0.7269789983844911,2.82794830371567,6.47011308562197,1.1631663974151858,0.36348949919224555,4.798061389337641
Samuel Chambers,ENG,Leeds United,17,Forward,471.0,5.233333333333333,19.10828025477707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9554140127388535,0.0,0.0,0.38216560509554137,0.0,0.0,0.0,0.0,0.0,0.0
Shea Charles,NIR,Sheffield Weds,21,Midfielder,1087.0,12.077777777777778,6.524379024839006,0.0827966881324747,1.076356945722171,0.0827966881324747,1.655933762649494,2.4839006439742413,0.24839006439742412,37.092916283348664,14.241030358785649,0.9935602575896965,1.7387304507819688,1.4903403863845446,2.152713891444342,4.727690892364306,2.566697332106716,4.22263109475621,1.7387304507819688,8.44526218951242
Tawanda Chirewa,ZIM,Derby County,21,Midfielder,676.0,7.511111111111111,10.118343195266272,0.0,0.0,0.0,13.313609467455622,0.3994082840236686,0.0,3.3284023668639056,1.198224852071006,0.26627218934911245,0.0,0.665680473372781,0.26627218934911245,0.0,0.0,0.3994082840236686,0.13313609467455623,0.665680473372781
Tahith Chong,NED,Luton Town,25,Midfielder,657.0,7.3,10.36986301369863,0.0,0.9589041095890412,0.273972602739726,3.9178082191780823,3.0136986301369864,0.273972602739726,29.04109589041096,26.71232876712329,2.4657534246575343,4.794520547945206,8.493150684931507,0.4109589041095891,5.47945205479452,4.383561643835616,1.36986301369863,0.547945205479452,6.575342465753425
Ibrahim Cissoko,NED,Plymouth Argyle,21,Forward,459.0,5.1,14.019607843137257,0.19607843137254904,1.1764705882352942,0.5882352941176471,8.254901960784315,5.882352941176471,0.3921568627450981,24.31372549019608,25.88235294117647,4.313725490196079,7.254901960784315,14.11764705882353,0.3921568627450981,1.7843137254901962,3.9215686274509807,2.9411764705882355,0.7843137254901962,6.666666666666667
Jordan Clark,ENG,Luton Town,31,Midfielder,1710.0,19.0,3.9578947368421056,0.05263157894736842,0.5263157894736842,0.15789473684210525,2.7842105263157895,1.7894736842105263,0.05263157894736842,16.842105263157894,10.368421052631579,0.8947368421052632,1.263157894736842,2.6842105263157894,0.5789473684210527,1.7526315789473683,1.6842105263157894,1.5263157894736843,0.6842105263157895,3.526315789473684
Josh Coburn,ENG,Middlesbrough,22,Midfielder,1239.0,13.766666666666667,7.263922518159806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14527845036319612,0.0,0.0,0.07263922518159806,0.0,0.0,0.0,0.0,0.0,0.0
Josh Coburn,ENG,Millwall,22,Forward,951.0,10.566666666666666,4.930599369085174,0.0,0.0,0.18927444794952683,5.261829652996846,0.28391167192429023,0.18927444794952683,3.501577287066246,5.0157728706624605,0.28391167192429023,0.18927444794952683,1.2302839116719244,0.37854889589905366,3.378548895899054,0.18927444794952683,0.47318611987381703,0.09463722397476342,0.7570977917981073
Jack Colback,ENG,QPR,35,Midfielder,932.0,10.355555555555556,8.546137339055793,0.0,0.0,0.0,0.0,0.09656652360515021,0.0,6.856223175965665,1.834763948497854,0.19313304721030042,0.0,0.09656652360515021,0.09656652360515021,2.4141630901287554,0.0,0.19313304721030042,0.19313304721030042,0.5793991416309012
James Collins,IRL,Derby County,34,Forward,944.0,10.488888888888889,6.177966101694915,0.0,0.09533898305084745,0.0,0.0,0.1906779661016949,0.0,3.9088983050847457,2.955508474576271,0.0,0.09533898305084745,1.048728813559322,0.0,2.8983050847457625,0.09533898305084745,0.09533898305084745,0.1906779661016949,0.7627118644067796
Rubin Colwill,WAL,Cardiff City,22,Midfielder,1553.0,17.255555555555556,4.630392788151964,0.231809401159047,0.927237604636188,0.05795235028976175,2.7469414037347066,3.882807469414037,0.2897617514488087,19.81970379909852,18.370895041854475,1.796522858982614,2.8396651641983257,4.6941403734707015,0.695428203477141,2.7469414037347066,2.0283322601416613,1.4488087572440438,0.231809401159047,4.1725692208628455
Tommy Conway,SCO,Middlesbrough,22,Forward,1416.0,15.733333333333333,5.389830508474576,0.0,0.44491525423728817,0.5084745762711864,3.4639830508474576,1.5254237288135595,0.0,5.402542372881356,12.39406779661017,0.44491525423728817,1.5254237288135595,5.466101694915254,0.1271186440677966,1.2711864406779663,0.5720338983050848,0.38135593220338987,0.0635593220338983,0.7627118644067797
Charlie Crew,WAL,Leeds United,18,Midfielder,1123.0,12.477777777777778,6.67586821015138,0.0,0.0,0.0,8.014247551202137,0.0,0.0,0.3205699020480855,0.2404274265360641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08014247551202137
Ante Crnac,CRO,Norwich City,20,Forward,546.0,6.066666666666666,12.032967032967033,0.16483516483516483,0.8241758241758242,0.6593406593406593,8.670329670329672,4.78021978021978,0.6593406593406593,28.351648351648354,27.032967032967033,2.142857142857143,3.6263736263736264,8.241758241758243,0.6593406593406593,7.961538461538462,0.989010989010989,2.6373626373626373,0.16483516483516483,5.769230769230769
Liam Cullen,WAL,Swansea City,25,Forward,1362.0,15.133333333333333,5.015418502202643,0.06607929515418502,0.39647577092511016,0.2643171806167401,2.1343612334801763,1.4537444933920705,0.13215859030837004,11.69603524229075,9.97797356828194,0.13215859030837004,0.6607929515418502,2.511013215859031,0.4625550660792952,2.524229074889868,0.39647577092511016,0.8590308370044053,0.06607929515418502,1.9162995594713657
Siriki Dembélé,CIV,Oxford United,28,Midfielder,450.0,5.0,14.919999999999998,0.0,0.2,0.0,0.0,2.6,0.2,17.2,17.0,0.8,4.0,5.8,0.6,4.0,1.4,2.4,0.8,4.4
Ousmane Diakité,MLI,West Brom,24,Midfielder,1311.0,14.566666666666666,5.697940503432495,0.0,0.0,0.0,0.0,0.06864988558352403,0.0,2.745995423340961,0.8924485125858124,0.0,0.13729977116704806,0.20594965675057209,0.4805491990846682,3.9199084668192223,0.0,0.6178489702517163,0.06864988558352403,0.5491990846681922
Jaden Dixon,ENG,Stoke City,17,Forward,1530.0,17.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Doak,SCO,Middlesbrough,19,Forward,738.0,8.2,9.487804878048781,0.6097560975609757,2.9268292682926833,0.12195121951219513,5.231707317073171,7.439024390243903,1.2195121951219514,15.243902439024392,46.21951219512196,3.658536585365854,11.097560975609756,20.121951219512198,1.0975609756097562,4.060975609756097,4.146341463414634,1.829268292682927,0.3658536585365854,4.634146341463415
Lewis Dobbin,ENG,West Brom,21,Forward,872.0,9.688888888888888,7.8337155963302765,0.0,0.20642201834862386,0.0,0.0,0.5160550458715597,0.0,5.676605504587156,7.018348623853211,0.8256880733944955,1.0321100917431194,2.1674311926605507,0.20642201834862386,0.0,0.41284403669724773,0.6192660550458716,0.20642201834862386,1.3417431192660552
Mamadou Doumbia,MLI,Watford,18,Forward,1710.0,19.0,2.1052631578947367,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.5789473684210527,0.3157894736842105,0.0,0.0,0.21052631578947367,0.0,1.9736842105263157,0.0,0.05263157894736842,0.0,0.0
Amario Duberry,ENG,Blackburn,19,Forward,1055.0,11.722222222222221,7.029383886255925,0.0,0.08530805687203792,0.0,4.265402843601896,0.5118483412322276,0.0,2.218009478672986,2.5592417061611377,0.4265402843601896,0.7677725118483413,0.7677725118483413,0.0,0.0,0.3412322274881517,0.17061611374407584,0.0,1.023696682464455
Pierre Dwomoh,BEL,Watford,20,Midfielder,1679.0,18.655555555555555,4.331149493746278,0.0,0.05360333531864205,0.0,0.0,0.2144133412745682,0.0,2.6801667659321025,0.48243001786777845,0.05360333531864205,0.05360333531864205,0.05360333531864205,0.1072066706372841,2.379988088147707,0.0,0.1072066706372841,0.5360333531864205,0.5360333531864205
George Earthy,ENG,Bristol City,20,Midfielder,792.0,8.8,9.55681818181818,0.0,0.0,0.0,3.7840909090909083,0.45454545454545453,0.22727272727272727,11.363636363636363,7.499999999999999,0.11363636363636363,1.0227272727272727,2.5,0.3409090909090909,0.0,0.5681818181818181,0.6818181818181818,0.45454545454545453,2.5
Kyle Edwards,ENG,Oxford United,26,Midfielder,800.0,8.88888888888889,8.31375,0.11249999999999999,0.11249999999999999,0.0,0.0,0.5625,0.11249999999999999,2.475,3.9375,0.11249999999999999,1.3499999999999999,1.2375,0.0,4.5,0.5625,0.22499999999999998,0.22499999999999998,1.125
Aidomo Emakhu,IRL,Millwall,21,Forward,578.0,6.4222222222222225,7.7854671280276815,0.15570934256055363,0.31141868512110726,0.0,0.0,0.6228373702422145,0.15570934256055363,2.3356401384083045,4.826989619377162,0.15570934256055363,1.0899653979238755,0.6228373702422145,0.15570934256055363,0.0,0.9342560553633218,0.7785467128027681,0.15570934256055363,0.7785467128027681
Romain Esse,ENG,Millwall,19,Forward,528.0,5.866666666666666,10.892045454545455,0.17045454545454547,3.409090909090909,0.5113636363636364,8.522727272727273,8.522727272727273,0.5113636363636364,45.17045454545455,46.19318181818182,6.3068181818181825,4.4318181818181825,13.295454545454547,2.897727272727273,5.982954545454546,7.159090909090909,6.818181818181818,1.0227272727272727,13.977272727272728
Oscar Estupiñan,COL,Hull City,27,Forward,1440.0,16.0,3.75,0.0,0.0,0.0625,2.08125,0.0,0.0,1.125,0.75,0.0,0.0,0.1875,0.0,2.84375,0.0,0.0,0.0,0.25
Christian Fassnacht,SUI,Norwich City,31,Forward,1012.0,11.244444444444444,6.349802371541503,0.0,0.08893280632411067,0.0,2.9614624505928853,0.0,0.0,1.6007905138339922,1.4229249011857708,0.0,0.0,0.7114624505928854,0.0,4.446640316205534,0.08893280632411067,0.17786561264822134,0.0,0.3557312252964427
Tegan Finn,ENG,Plymouth Argyle,0,Midfielder,1161.0,12.9,5.170542635658915,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.07751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.15503875968992248,0.07751937984496124
Zian Flemming,NED,Burnley,26,Forward,1703.0,18.92222222222222,3.3505578391074575,0.052847915443335294,0.21139166177334118,0.052847915443335294,2.4204345273047565,0.6870229007633588,0.052847915443335294,3.752201996476806,4.650616559013506,0.0,0.26423957721667646,1.6382853787433942,0.3170874926600118,3.049324721080447,0.3170874926600118,0.42278332354668235,0.052847915443335294,0.6341749853200236
Tyrese Fornah,SLE,Derby County,25,Midfielder,858.0,9.533333333333333,6.996503496503497,0.0,0.0,0.0,0.0,0.0,0.0,0.2097902097902098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Forshaw,ENG,Plymouth Argyle,33,Midfielder,1109.0,12.322222222222223,6.784490532010819,0.0,0.1623083859332732,0.0,3.4815148782687104,0.7303877366997295,0.0,18.584310189359783,4.3823264201983765,0.24346257889990983,0.3246167718665464,1.2984670874661857,0.5680793507664562,4.05770964833183,0.6492335437330928,1.5419296663660955,0.48692515779981965,2.434625788999098
Marcus Forss,FIN,Middlesbrough,25,Forward,1710.0,19.0,3.068421052631579,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.3684210526315789,0.3684210526315789,0.0,0.05263157894736842,0.3684210526315789,0.0,0.0,0.0,0.0,0.05263157894736842,0.0
Michael Frey,SUI,QPR,30,Forward,594.0,6.6,9.818181818181818,0.15151515151515152,0.6060606060606061,0.4545454545454546,3.787878787878788,2.5757575757575757,0.15151515151515152,17.424242424242426,15.90909090909091,0.4545454545454546,1.0606060606060606,4.3939393939393945,0.4545454545454546,5.6818181818181825,0.30303030303030304,1.0606060606060606,0.4545454545454546,3.181818181818182
Mads Frøkjær-Jensen,DEN,Preston,25,Midfielder,1334.0,14.822222222222223,4.72263868065967,0.0,0.8770614692653673,0.13493253373313344,0.9647676161919041,1.8215892053973013,0.0,16.19190404797601,14.100449775112443,0.5397301349325337,1.0119940029985006,3.0359820089955023,0.5397301349325337,2.570464767616192,2.0239880059970012,1.2143928035982008,0.20239880059970014,3.3733133433283355
Sam Gallagher,ENG,Stoke City,29,Forward,1268.0,14.088888888888889,3.2933753943217665,0.07097791798107256,0.14195583596214512,0.07097791798107256,1.774447949526814,0.3548895899053628,0.14195583596214512,2.058359621451104,1.8454258675078865,0.07097791798107256,0.14195583596214512,0.42586750788643535,0.07097791798107256,2.363564668769716,0.07097791798107256,0.28391167192429023,0.0,0.28391167192429023
Joe Gelhardt,ENG,Leeds United,22,Forward,743.0,8.255555555555556,6.056527590847913,0.0,0.0,0.0,0.0,0.0,0.0,0.6056527590847913,0.12113055181695827,0.0,0.0,0.12113055181695827,0.0,0.0,0.0,0.0,0.0,0.12113055181695827
Alexander Gilbert,IRL,Middlesbrough,22,Midfielder,1702.0,18.91111111111111,3.8760282021151586,0.0,0.10575793184488837,0.0,0.0,0.15863689776733256,0.0,0.42303172737955347,1.2162162162162162,0.0,0.0,0.21151586368977673,0.0,0.0,0.10575793184488837,0.052878965922444184,0.0,0.10575793184488837
Wilfried Gnonto,ITA,Leeds United,21,Forward,1698.0,18.866666666666667,4.144876325088339,0.26501766784452296,1.431095406360424,0.15901060070671377,1.7650176678445229,3.23321554770318,0.3710247349823321,16.96113074204947,21.46643109540636,1.431095406360424,3.0212014134275615,7.950530035335689,0.21201413427561838,2.273851590106007,1.6431095406360423,0.47703180212014135,0.42402826855123676,3.0212014134275615
Will Goodwin,ENG,Oxford United,22,Forward,640.0,7.111111111111111,5.625,0.0,0.0,0.0,0.0,0.140625,0.0,0.28125,0.5625,0.0,0.0,0.140625,0.0,7.03125,0.0,0.0,0.0,0.0
Karlan Grant,ENG,West Brom,27,Forward,1251.0,13.9,4.892086330935252,0.14388489208633093,0.8633093525179856,0.28776978417266186,2.597122302158273,2.8776978417266186,0.2158273381294964,15.035971223021582,22.374100719424458,1.079136690647482,4.748201438848921,8.345323741007194,0.28776978417266186,1.7985611510791366,4.460431654676259,1.3669064748201438,0.7913669064748201,4.172661870503597
Sam Greenwood,ENG,Preston,22,Forward,1524.0,16.933333333333334,3.5492125984251968,0.11811023622047244,0.8267716535433071,0.23622047244094488,2.3208661417322833,2.8937007874015745,0.17716535433070865,12.578740157480315,13.523622047244094,0.5905511811023622,1.7125984251968505,3.956692913385827,0.47244094488188976,1.5413385826771655,4.3700787401574805,0.8858267716535433,0.23622047244094488,2.4803149606299213
Makhtar Gueye,SEN,Blackburn,27,Forward,1250.0,13.88888888888889,3.3552,0.216,0.36,0.0,2.2176,0.864,0.216,8.424,5.4719999999999995,0.288,0.72,1.728,0.36,3.5208,0.288,0.648,0.288,1.656
Hayden Hackney,ENG,Middlesbrough,22,Midfielder,616.0,6.844444444444444,12.228896103896105,0.14610389610389612,3.7987012987012987,0.29220779220779225,5.478896103896104,8.474025974025974,0.8766233766233766,112.6461038961039,49.383116883116884,2.9220779220779223,5.551948051948052,4.967532467532468,1.168831168831169,5.8441558441558445,1.8993506493506493,3.7987012987012987,2.0454545454545454,14.902597402597403
Micah Hamilton,ENG,Middlesbrough,21,Forward,633.0,7.033333333333333,12.440758293838863,0.0,1.4218009478672986,0.0,2.843601895734597,0.9952606635071091,0.0,9.24170616113744,16.919431279620852,0.4265402843601896,2.985781990521327,5.545023696682464,0.2843601895734597,7.109004739336493,0.7109004739336493,0.7109004739336493,0.0,1.8483412322274881
Ryan Hardie,SCO,Plymouth Argyle,27,Forward,925.0,10.277777777777779,5.818378378378378,0.09729729729729729,0.38918918918918916,0.09729729729729729,2.4324324324324325,1.0702702702702702,0.19459459459459458,6.2270270270270265,8.172972972972973,0.48648648648648646,0.9729729729729729,3.5027027027027025,0.48648648648648646,1.8194594594594593,0.38918918918918916,0.681081081081081,0.09729729729729729,1.1675675675675674
Mark Harris,WAL,Oxford United,25,Forward,673.0,7.477777777777778,10.430906389301635,0.0,0.4011887072808321,0.5349182763744428,6.9806835066864785,2.139673105497771,0.0,20.59435364041605,16.047548291233284,1.2035661218424962,1.7384843982169391,5.482912332838039,0.5349182763744428,1.9791976225854384,0.0,1.0698365527488856,0.1337295690936107,3.8781575037147102
Ryan Hedges,WAL,Blackburn,29,Forward,1249.0,13.877777777777778,5.130504403522818,0.07205764611689351,1.0088070456365092,0.07205764611689351,2.651721377101681,2.089671737389912,0.14411529223378702,20.824659727782226,17.942353883106485,0.5764611689351481,2.8102481985588468,6.917534027221778,0.7926341072858286,3.6028823058446755,2.7381905524419534,2.522017614091273,0.9367493995196157,3.6028823058446755
